01001,594.436
01003,1589.784
01005,884.876
01007,622.582
01009,644.776
01011,622.805
01013,776.829
01015,605.868
01017,596.531
01019,553.7
01021,692.854
01023,913.5
01025,1238.465
01027,603.961
01029,560.1
01031,678.972
01033,592.619
01035,850.156
01037,650.926
01039,1030.456
01041,608.84
01043,734.841
01045,561.15
01047,978.695
01049,777.093
01051,618.485
01053,945.08
01055,534.991
01057,627.66
01059,633.821
01061,574.408
01063,647.11
01065,643.943
01067,561.75
01069,579.824
01071,1077.868
01073,1111.276
01075,604.846
01077,667.697
01079,690.678
01081,607.536
01083,559.936
01085,715.911
01087,608.885
01089,801.593
01091,976.882
01093,742.292
01095,565.842
01097,1229.435
01099,1025.675
01101,784.247
01103,579.337
01105,719.664
01107,881.408
01109,672.094
01111,580.55
01113,641.14
01115,631.902
01117,784.93
01119,903.887
01121,736.775
01123,716.521
01125,1321.755
01127,791.192
01129,1080.207
01131,888.498
01133,612.979
02013,6981.943
02016,4390.276
02020,1704.683
02050,40570.004
02060,503.843
02068,12751.411
02070,18568.778
02090,7338.209
02100,2318.6
02105,7524.915
02110,2701.931
02122,16075.331
02130,4858.414
02150,6549.579
02164,23652.009
02170,24607.898
02180,22961.761
02185,88695.413
02188,35572.584
02195,3281.982
02198,3922.873
02220,2870.339
02230,452.325
02240,24768.808
02261,34239.88
02270,17081.433
02275,2541.483
02282,7649.457
02290,145504.789
04001,11197.521
04003,6165.69
04005,18618.885
04007,4757.933
04009,4622.597
04011,1843.126
04012,4499.629
04013,9200.143
04015,13311.084
04017,9950.422
04019,9187.036
04021,5365.612
04023,1236.916
04025,8123.499
04027,5513.992
05001,988.77
05003,925.349
05005,554.283
05007,847.357
05009,590.231
05011,649.231
05013,628.581
05015,630.087
05017,644.304
05019,866.074
05021,639.465
05023,553.692
05025,597.783
05027,766.053
05029,552.25
05031,707.206
05033,593.094
05035,609.76
05037,616.381
05039,667.386
05041,768.152
05043,828.356
05045,647.884
05047,608.857
05049,618.194
05051,677.781
05053,631.809
05055,577.699
05057,727.52
05059,615.202
05061,588.554
05063,763.953
05065,580.577
05067,633.938
05069,870.746
05071,659.804
05073,528.268
05075,587.614
05077,602.621
05079,561.517
05081,532.253
05083,708.125
05085,770.728
05087,834.255
05089,597.009
05091,625.578
05093,900.574
05095,607.122
05097,779.88
05099,617.837
05101,820.896
05103,732.783
05105,551.402
05107,695.663
05109,600.618
05111,758.389
05113,857.679
05115,812.548
05117,647.958
05119,759.763
05121,652.191
05123,634.771
05125,723.604
05127,892.32
05129,666.095
05131,531.911
05133,565.126
05135,604.439
05137,606.405
05139,1039.214
05141,708.143
05143,941.966
05145,1035.075
05147,586.791
05149,929.984
06001,739.017
06003,738.332
06005,594.583
06007,1636.464
06009,1020.012
06011,1150.731
06013,715.937
06015,1006.373
06017,1707.883
06019,5957.991
06021,1313.947
06023,3567.987
06025,4176.603
06027,10180.879
06029,8131.916
06031,1389.42
06033,1256.464
06035,4541.184
06037,4057.884
06039,2137.069
06041,520.306
06043,1448.816
06045,3506.343
06047,1934.972
06049,3917.77
06051,3048.982
06053,3280.595
06055,748.362
06057,957.772
06059,790.568
06061,1407.009
06063,2553.043
06065,7206.48
06067,964.644
06069,1388.71
06071,20056.938
06073,4206.63
06075,46.873
06077,1391.322
06079,3298.567
06081,448.408
06083,2735.085
06085,1290.1
06087,445.17
06089,3775.402
06091,953.214
06093,6277.887
06095,821.765
06097,1575.849
06099,1494.827
06101,602.41
06103,2949.709
06105,3179.254
06107,4824.215
06109,2220.884
06111,1843.133
06113,1014.689
06115,631.839
08001,1167.653
08003,722.643
08005,798.1
08007,1350.175
08009,2554.967
08011,1512.861
08013,726.289
08014,33.034
08015,1013.403
08017,1778.276
08019,395.227
08021,1287.391
08023,1226.952
08025,787.421
08027,738.625
08029,1142.05
08031,153
08033,1067.051
08035,840.248
08037,1684.53
08039,1850.847
08041,2126.801
08043,1533.068
08045,2947.563
08047,149.896
08049,1846.33
08051,3239.1
08053,1117.251
08055,1591.001
08057,1613.723
08059,764.208
08061,1767.767
08063,2160.822
08065,376.911
08067,1692.078
08069,2596.002
08071,4772.672
08073,2577.626
08075,1838.547
08077,3328.974
08079,875.666
08081,4743.29
08083,2029.527
08085,2240.695
08087,1280.433
08089,1261.961
08091,541.593
08093,2193.846
08095,687.928
08097,970.697
08099,1638.395
08101,2386.104
08103,3220.934
08105,911.958
08107,2362.026
08109,3168.525
08111,387.488
08113,1286.611
08115,548.041
08117,608.358
08119,557.055
08121,2518.031
08123,3987.238
08125,2364.405
09001,624.89
09003,735.097
09005,920.56
09007,369.301
09009,604.506
09011,664.878
09013,410.214
09015,512.91
10001,586.179
10003,426.286
10005,936.079
11001,61.048
12001,875.02
12003,585.231
12005,758.459
12007,293.962
12009,1015.664
12011,1209.785
12013,567.334
12015,680.279
12017,581.696
12019,604.36
12021,1998.324
12023,797.574
12027,637.059
12029,705.053
12031,762.192
12033,656.461
12035,485.461
12037,534.725
12039,516.332
12041,349.677
12043,806.009
12045,564.012
12047,513.79
12049,637.783
12051,1152.75
12053,472.539
12055,1016.615
12057,1020.214
12059,478.777
12061,502.872
12063,917.76
12065,598.095
12067,543.411
12069,938.381
12071,784.513
12073,666.852
12075,1118.206
12077,835.562
