19029,61734,44.9
19031,77477,42.7
19033,72174,44.3
19035,73789,46.3
19037,72307,44.5
19039,65651,40.5
19041,64142,42.9
19043,65784,47.3
19045,66565,42.2
19047,77043,38.7
19049,113976,35.4
19051,80452,36.8
19053,56959,36.4
19055,79350,43.8
19057,69054,42.9
19059,82196,48.4
19061,81377,38.6
19063,67627,42.9
19065,68098,43.8
19067,65801,44.1
19069,71286,42.7
19071,69114,46.2
19073,65031,44.5
19075,85664,42.6
19077,73346,45.5
19079,71567,42.6
19081,70332,44.2
19083,66964,44.7
19085,76721,44
19087,66322,39.7
19089,69198,41.5
19091,69734,42.9
19093,78094,43.7
19095,81000,41.7
19097,69017,44.3
19099,71754,42.1
19101,68141,42.9
19103,86798,30.3
19105,73371,43.1
19107,70155,43.7
19109,69498,45.5
19111,63170,43.1
19113,83373,37.7
19115,73111,41.9
19117,73294,44.2
19119,75849,38
19121,87530,40.7
19123,68931,39.3
19125,75361,39.4
19127,68760,38.7
19129,91008,42.5
19131,70494,43.6
19133,64281,46
19135,68736,43
19137,66795,44.2
19139,74538,38.1
19141,67826,41.9
19143,71472,44
19145,64066,44.1
19147,67392,41.4
19149,83138,40
19151,65405,47.6
19153,88311,35.5
19155,75030,39.7
19157,74234,40.5
19159,69971,44
19161,73425,46.1
19163,83076,38.3
19165,75375,46.4
19167,82322,33.4
19169,74611,26.6
19171,70779,42.6
19173,69804,42.3
19175,64915,40.3
19177,65542,45.4
19179,62750,39.6
19181,93100,38.3
19183,76076,40.3
19185,61026,43.2
19187,62133,39
19189,65281,41.8
19191,77597,41.5
19193,74009,35.8
19195,73526,43.9
19197,65852,43.5
20001,54789,41.9
20003,60801,40.8
20005,63780,36.6
20007,65824,43.6
20009,65225,39.9
20011,57857,39.1
20013,62112,42.1
20015,80264,38.6
20017,55495,44.8
20019,52464,47.9
20021,55245,41.3
20023,59183,45.6
20025,63616,45.3
20027,67728,42.5
20029,62840,40.8
20031,76736,43.8
20033,66807,48.1
20035,62458,38.8
20037,56306,32.5
20039,60107,50.6
20041,63692,41.3
20043,63346,41
20045,80284,29.8
20047,61020,45.7
20049,53233,52.3
20051,74318,32.5
20053,64204,42.1
20055,70722,30.8
20057,66956,32.2
20059,67613,40
20061,61506,26.4
20063,63257,48.2
20065,56239,50.4
20067,70072,32.6
20069,80186,36
20071,65953,42.2
20073,60830,48.6
20075,54808,35.8
20077,59919,42.4
20079,70297,39.2
20081,77222,36.9
20083,72283,47.6
20085,68550,41.2
20087,76659,43.3
20089,58991,52.8
20091,118415,37.6
20093,71099,34.7
20095,80453,45.4
20097,65246,41.6
20099,58891,41
20101,57424,40.7
20103,89420,37.8
20105,59337,46.5
20107,62040,44.4
20109,66998,39.7
20111,64605,33.4
20113,72213,40.8
20115,64540,44.5
20117,66542,42.8
20119,71534,37.9
20121,91016,42.1
20123,59393,43.1
20125,58538,40.3
20127,71313,46.6
20129,60608,40.5
20131,75348,39.9
20133,57067,40.2
20135,75575,50
20137,68928,42.7
20139,66569,43.8
20141,67431,46.7
20143,70565,43
20145,62633,43
20147,63431,44.3
20149,79171,35.4
20151,69382,38.5
20153,63730,48.8
20155,65695,40.3
20157,58436,50.7
20159,66374,38.9
20161,70579,25.1
20163,60896,44.7
20165,56665,46.6
20167,60152,49.1
20169,69043,38.6
20171,72447,39.7
20173,74957,35.4
20175,61443,29.4
20177,74324,39.1
20179,80114,44.9
20181,65466,39.3
20183,61911,51.4
20185,67070,44.1
20187,59421,35.3
20189,69246,35.1
20191,66036,41.2
20193,76255,36
20195,69210,49.4
20197,69670,43.8
20199,68214,41.8
20201,64927,45.4
20203,68597,42.3
20205,65716,43.7
20207,51321,47.4
20209,58379,33.7
21001,53464,41.8
21003,57154,40.7
21005,67961,41.4
21007,62411,43.6
21009,53857,40.5
21011,57056,40.6
21013,37783,41.7
21015,97356,37.5
21017,68312,41.8
21019,65925,42.3
21021,67505,40.3
21023,59654,41.4
21025,46260,42.2
21027,59753,43.1
21029,75782,40.4
21031,57071,41.3
21033,69078,44
21035,57431,35.6
21037,83704,38.2
21039,74424,42.8
21041,63333,38.5
21043,49489,41.6
21045,46614,42.6
21047,58192,28.3
21049,71215,42.3
21051,39471,39.6
21053,50852,41.9
21055,58303,43.6
21057,44638,46
21059,71162,38.9
21061,52578,44.3
21063,43276,41.4
21065,43297,43.5
21067,83111,34.6
21069,58083,41.4
21071,47590,42.2
21073,70994,40.9
21075,41296,43.5
21077,61571,38.8
21079,66967,43
21081,62680,36.3
21083,61303,39.7
21085,52937,40.3
21087,53787,44.6
21089,69483,43.4
21091,65006,39.9
21093,71340,37
21095,39289,41.3
21097,61766,42.2
21099,51902,40.5
21101,63853,41.2
21103,66063,41.4
21105,66137,48
21107,60425,41.8
21109,45258,42.2
21111,79373,38.3
21113,84773,37.8
21115,55898,41.8
21117,83684,37.1
21119,43034,43.2
21121,44833,40
21123,61993,40.9
21125,56574,40
21127,46907,41.2
21129,39008,43.6
21131,39649,42.3
21133,47200,42.4
21135,47765,42.8
21137,54753,41.3
21139,64268,46
21141,60451,40.7
21143,64743,50.6
21145,73816,42.2
21147,39988,39.4
21149,62656,42.4
21151,67153,34.1
21153,43655,42.3
21155,55942,39.3
21157,70833,44.9
21159,49051,39.5
21161,70046,40.6
21163,72177,38.6
21165,47917,44.6
21167,66500,43.2
21169,47093,43.9
21171,55109,41.4
21173,57732,39.7
21175,49961,42
21177,57437,42.4
21179,82718,39.8
21181,55681,41.1
21183,62237,40.3
21185,128725,38.9
21187,68307,42.8
21189,47219,43.4
21191,63926,40.6
21193,53993,41.2
21195,52110,42.5
21197,51797,38.6
21199,60035,42
21201,53601,42.9
21203,51627,42.7
21205,56144,30.6
21207,49682,43.3
21209,87058,36.2
21211,89068,39.4
21213,61077,39
21215,91493,42.1
21217,59529,37.6
21219,61829,37.8
21221,67091,46.2
21223,65931,43.4
21225,60222,38.1
21227,74174,32.8
21229,66579,40.7
21231,55543,42.5
21233,58282,41
21235,56554,36.6
21237,36718,41.8
21239,80655,42.5
22001,61465,36.7
22003,61465,38.2
22005,94664,35.7
22007,63643,40.9
22009,57201,38.2
22011,67685,37.4
22013,49035,41.9
22015,71481,35.3
22017,65177,37.7
22019,72183,36.1
22021,61083,39.8
22023,74910,44.1
22025,60017,38.1
22027,43917,42
22029,51568,37.7
22031,65839,39.3
22033,82340,34
22035,58740,33.9
22037,68891,42.9
22039,48970,35.7
22041,50029,38.4
22043,52966,38.1
22045,61590,36.5
22047,66504,38.4
22049,55915,40.9
22051,74367,39.4
22053,65425,37.8
22055,80379,35.2
22057,73249,37.8
22059,60286,38.8
22061,58164,28.3
22063,80470,36.6
22065,46317,35.2
22067,45813,39.9
22069,47309,33.7
22071,71938,36.8
22073,63423,35.7
22075,76432,36.5
22077,66680,43.1
22079,66728,37.4
22081,58402,39.4
22083,51463,38.8
22085,55685,41.1
22087,56887,34.2
22089,89045,37.9
22091,61237,39.4
22093,70558,39.2
22095,70802,36.8
22097,54740,36.7
22099,65800,37.7
22101,54359,39
22103,91595,40.2
22105,64903,35.3
22107,39433,43.4
22109,69122,35.8
22111,61857,42.1
22113,66097,38
22115,63430,30.4
22117,52104,39.4
22119,43967,41.4
22121,79390,36.3
22123,55983,40.3
22125,85586,41.4
22127,56203,41.1
23001,69091,41
23003,56724,48
23005,95943,42.2
23007,64842,46.3
23009,77170,48.8
23011,70956,44.4
23013,75377,48.4
23015,74439,51
23017,62267,47
23019,67198,42
23021,53870,51.5
23023,76602,46.9
23025,56316,46.4
23027,68013,46.2
23029,56280,48.1
23031,85640,45.2
24001,59335,41.7
24003,124685,38.3
24005,102337,39.4
24009,127265,40.7
24011,79246,39.7
24013,114828,42.4
24015,92420,40.8
24017,115704,38.4
24019,71968,44.6
24021,116796,39.1
24023,71004,46.2
24025,108305,40.9
24027,150203,38.8
24029,86130,48.1
24031,149437,39.2
24033,102593,37.1
24035,117490,44.4
24037,108493,36.7
24039,55239,36.2
24041,109992,50.5
24043,79633,40.5
24045,73662,36.1
24047,87259,50.4
24510,74246,35.4
25001,99954,53.3
25003,80610,47.1
25005,89636,41
25007,107446,47.1
25009,109575,40.9
25011,81012,46.7
25013,76473,39
25015,92520,36.5
25017,135425,38.5
25019,147953,40.3
25021,140508,40.9
25023,115852,42.7
25025,104274,32.8
25027,97304,40.2
26001,52435,58.2
26003,55675,49.5
26005,76358,39.8
26007,57448,48.1
26009,75224,51.3
26011,54451,50
26013,60698,45.5
26015,79537,42.5
26017,63415,43.4
26019,70067,50.2
26021,73428,42.1
26023,64845,41.2
26025,64683,39.8
26027,75655,45.2
26029,75996,48.6
26031,58961,51.1
26033,63371,40.5
26035,53634,47.2
26037,88613,40.6
26039,58926,50.8
26041,61980,47.4
26043,66336,46.7
26045,80637,40.9
26047,76988,45.5
26049,65564,40.5
26051,58130,50.1
26053,55695,49.3
26055,85405,42.8
26057,63319,39.5
26059,63636,42.3
26061,59156,33
26063,62261,49.2
26065,72682,32
26067,67679,38.7
26069,54041,52.9
26071,53501,54.3
26073,63637,28.1
26075,70566,41.2
26077,79194,34.4
26079,58863,44.4
26081,85054,35.3
26083,70757,57.5
26085,47180,53.2
26087,78166,44.1
26089,90159,54.1
26091,70185,41.9
26093,104028,43.5
26095,57942,44.7
26097,59860,52.8
26099,79750,40.9
26101,64676,49.3
26103,67489,39.1
26105,68774,46.2
26107,59964,36.9
26109,59902,48.8
26111,86910,41.8
26113,58955,43.5
26115,77703,42.6
26117,61868,40.7
26119,49847,56.1
26121,65499,39.3
26123,64330,42.4
26125,108755,40.9
26127,62380,43.2
26129,53794,50.4
26131,51229,58.6
26133,55654,43.8
26135,54980,51.8
26137,66201,44.9
26139,87410,35.2
26141,61488,55
26143,53935,56.2
26145,67221,40.9
26147,74614,43.8
26149,65793,39.6
26151,60795,45.2
26153,55520,52.1
26155,69435,42.4
26157,62669,44.6
26159,71382,41.6
26161,101787,33.6
26163,67907,37.9
26165,62864,41.6
27001,62069,55.5
27003,98194,38.5
27005,77834,41.9
27007,65296,34
27009,72182,36
27011,65674,49
27013,74621,31
27015,73387,42.3
27017,76930,41
27019,129533,37.9
27021,68806,48.9
27023,70772,41.6
27025,94060,41.3
27027,79274,32.6
27029,67122,42.3
27031,69447,52.6
27033,63918,42.9
27035,76182,44.5
27037,106727,37.9
27039,90314,38.4
27041,83938,44.2
27043,66870,45.8
27045,74416,42.3
27047,67802,44
27049,82660,42.2
27051,74166,44.9
27053,110079,36.5
27055,75319,45.3
27057,70985,48.7
27059,88176,40
27061,69888,46.3
27063,78423,44.8
27065,69563,45
27067,76555,39.3
27069,70529,48.1
27071,65070,49.5
27073,70346,50.4
27075,72710,50.8
27077,59407,50.9
27079,84784,41
27081,68704,45.4
27083,75049,35.8
27085,78321,40.7
27087,58348,35.7
27089,72056,43.7
27091,69946,45.3
27093,79925,42.2
27095,68166,40.5
27097,72207,41.7
27099,73382,38.8
27101,71996,48.1
27103,83995,36.3
27105,67732,35.7
27107,70747,43.8
27109,101733,37.2
27111,74388,46.8
27113,72022,39.6
27115,66227,45
27117,71373,42.1
27119,72397,38.7
27121,76120,45.8
27123,88161,35
27125,70897,42.7
27127,68621,42.6
27129,73001,43.8
27131,85520,36.5
27133,76060,40.8
27135,75604,41.6
27137,72344,41.1
27139,120908,36.5
27141,101255,36
27143,78374,41.7
27145,80105,34.4
27147,79975,39
27149,84607,33.1
27151,69054,43.9
27153,65828,43.9
27155,67825,47.5
27157,81298,45.2
27159,58527,41.5
27161,73285,40.5
27163,122320,39.5
27165,68428,39.9
27167,77035,43.3
27169,74313,35.2
27171,99782,37
27173,71153,42.4
28001,46879,41.4
28003,58260,39.7
28005,50720,47.1
28007,55059,39.8
28009,49647,41.5
28011,47724,35.6
28013,45972,41.4
28015,58553,47.6
28017,50238,37.8
28019,53744,44
28021,41128,33.9
28023,59073,42.2
28025,50035,39.5
28027,48300,34.8
28029,54908,38.5
28031,50121,37.3
28033,82873,36.8
28035,56900,32.5
28037,57657,42.5
28039,62308,36.4
28041,56211,40.4
28043,55874,39.2
28045,63956,44.4
28047,63588,36.2
28049,61247,34.8
